0_x,0_y,0_score,1_x,1_y,1_score,2_x,2_y,2_score,3_x,3_y,3_score,4_x,4_y,4_score,5_x,5_y,5_score,6_x,6_y,6_score,7_x,7_y,7_score,8_x,8_y,8_score,9_x,9_y,9_score,10_x,10_y,10_score,11_x,11_y,11_score,12_x,12_y,12_score,13_x,13_y,13_score,14_x,14_y,14_score,15_x,15_y,15_score,16_x,16_y,16_score,17_x,17_y,17_score,type_index,type_str,file_name
0.51,0.27,0.9,0.52,0.35,0.74,0.46,0.34,0.7,0.38,0.33,0.73,0.34,0.27,0.91,0.57,0.35,0.76,0.64,0.33,0.81,0.69,0.26,0.93,0.47,0.56,0.69,0.49,0.71,0.86,0.48,0.83,0.78,0.55,0.56,0.7,0.55,0.72,0.8,0.55,0.85,0.74,0.5,0.26,0.89,0.52,0.26,0.93,0.49,0.27,0.9,0.54,0.27,0.97,2,flap,./input/flap/Colour 172-166-flap.png
0.5,0.27,0.55,0.49,0.36,0.85,0.45,0.36,0.8,0.41,0.43,0.27,0,0,0,0.53,0.36,0.64,0.58,0.45,0.72,0.65,0.48,0.73,0.45,0.56,0.64,0.45,0.72,0.87,0.44,0.88,0.65,0.51,0.57,0.63,0.5,0.73,0.89,0.5,0.88,0.73,0.49,0.26,0.57,0.5,0.26,0.61,0.47,0.27,0.53,0.52,0.28,0.37,2,flap,./input/flap/Colour 191-146-flap.png
0.53,0.24,0.86,0.53,0.33,0.88,0.47,0.33,0.83,0.39,0.31,0.81,0.31,0.29,0.71,0.59,0.33,0.71,0.68,0.29,0.81,0.74,0.24,0.65,0.5,0.54,0.65,0.5,0.72,0.72,0.5,0.86,0.75,0.56,0.55,0.71,0.55,0.71,0.72,0.55,0.86,0.74,0.52,0.23,0.87,0.54,0.23,0.88,0.5,0.26,0.88,0.56,0.26,0.85,2,flap,./input/flap/Colour 157-188-flap.png
0.53,0.24,0.91,0.53,0.33,0.83,0.47,0.33,0.79,0.39,0.32,0.73,0.32,0.33,0.74,0.59,0.33,0.73,0.66,0.3,0.76,0.72,0.28,0.59,0.5,0.54,0.63,0.5,0.72,0.72,0.5,0.86,0.76,0.56,0.55,0.72,0.55,0.71,0.73,0.55,0.87,0.76,0.52,0.23,0.83,0.54,0.23,0.89,0.5,0.25,0.92,0.56,0.25,0.88,2,flap,./input/flap/Colour 171-187-flap.png
0.49,0.32,0.87,0.49,0.4,0.93,0.44,0.39,0.8,0.38,0.42,0.92,0.31,0.38,0.77,0.53,0.4,0.89,0.6,0.43,0.84,0.66,0.39,0.76,0.45,0.59,0.77,0.45,0.74,0.81,0.44,0.88,0.78,0.51,0.59,0.69,0.51,0.74,0.84,0.51,0.89,0.77,0.48,0.31,0.94,0.5,0.32,0.98,0.47,0.33,0.8,0.52,0.33,0.8,2,flap,./input/flap/Colour 241-125-flap.png
0.5,0.26,0.88,0.51,0.35,0.83,0.45,0.34,0.75,0.38,0.37,0.71,0.31,0.37,0.43,0.56,0.35,0.83,0.63,0.35,0.81,0.7,0.32,0.81,0.47,0.56,0.7,0.47,0.71,0.87,0.47,0.83,0.86,0.54,0.56,0.63,0.53,0.71,0.78,0.54,0.85,0.66,0.5,0.25,0.92,0.51,0.25,0.83,0.49,0.27,0.69,0.53,0.27,0.83,2,flap,./input/flap/Colour 151-168-flap.png
0.53,0.27,0.95,0.52,0.36,0.93,0.48,0.36,0.79,0.42,0.42,0.77,0.38,0.43,0.66,0.57,0.36,0.83,0.63,0.43,0.7,0.72,0.46,0.64,0.49,0.57,0.75,0.49,0.73,0.87,0.49,0.86,0.77,0.55,0.57,0.68,0.55,0.73,0.85,0.55,0.88,0.82,0.52,0.26,0.81,0.54,0.26,0.87,0.5,0.27,0.76,0.56,0.28,0.55,2,flap,./input/flap/Colour 210-234-flap.png
0.48,0.29,0.83,0.47,0.39,0.84,0.42,0.39,0.69,0.34,0.42,0.77,0.28,0.36,0.8,0.52,0.39,0.76,0.58,0.45,0.93,0.64,0.37,0.81,0.44,0.61,0.58,0.44,0.76,0.75,0.44,0.9,0.78,0.51,0.6,0.69,0.5,0.76,0.79,0.5,0.91,0.75,0.47,0.28,0.91,0.49,0.28,0.92,0.45,0.29,0.99,0.5,0.29,0.82,2,flap,./input/flap/Colour 216-62-flap.png
0.53,0.24,0.81,0.53,0.33,0.81,0.47,0.33,0.82,0.39,0.31,0.82,0.32,0.3,0.73,0.59,0.32,0.69,0.68,0.28,0.77,0.75,0.22,0.76,0.5,0.54,0.62,0.5,0.72,0.7,0.5,0.86,0.73,0.56,0.54,0.72,0.55,0.71,0.72,0.55,0.86,0.72,0.52,0.23,0.91,0.55,0.23,0.89,0.51,0.25,0.89,0.56,0.26,0.83,2,flap,./input/flap/Colour 151-188-flap.png
0.53,0.27,1.02,0.52,0.35,0.94,0.48,0.35,0.74,0.41,0.35,0.74,0.36,0.27,0.93,0.57,0.36,0.88,0.64,0.36,0.89,0.69,0.28,0.81,0.49,0.57,0.75,0.49,0.73,0.88,0.49,0.86,0.78,0.55,0.57,0.69,0.55,0.73,0.88,0.55,0.88,0.83,0.52,0.26,0.75,0.54,0.26,0.81,0.5,0.27,0.71,0.55,0.27,0.69,2,flap,./input/flap/Colour 229-234-flap.png
0.48,0.29,0.83,0.47,0.39,0.8,0.43,0.39,0.72,0.37,0.47,0.75,0.3,0.51,0.79,0.52,0.39,0.76,0.56,0.48,0.84,0.64,0.54,0.87,0.44,0.6,0.61,0.44,0.76,0.76,0.44,0.9,0.78,0.51,0.6,0.71,0.5,0.76,0.81,0.5,0.9,0.8,0.47,0.27,0.94,0.49,0.28,0.93,0.45,0.29,0.96,0.5,0.29,0.8,2,flap,./input/flap/Colour 208-62-flap.png
0.48,0.35,0.8,0.48,0.43,0.84,0.44,0.43,0.87,0.37,0.47,0.77,0.29,0.45,0.8,0.53,0.43,0.75,0.6,0.48,0.86,0.66,0.45,0.83,0.44,0.62,0.73,0.44,0.78,0.65,0.44,0.92,0.83,0.51,0.62,0.71,0.51,0.78,0.81,0.52,0.92,0.75,0.47,0.34,0.97,0.5,0.34,0.91,0.46,0.35,0.69,0.51,0.35,0.93,2,flap,./input/flap/Colour 268-40-flap.png
0.47,0.26,0.91,0.47,0.34,0.95,0.41,0.34,0.89,0.34,0.33,0.87,0.28,0.27,0.81,0.52,0.34,0.88,0.6,0.32,0.81,0.67,0.26,0.8,0.44,0.57,0.71,0.44,0.74,0.76,0.43,0.89,0.73,0.5,0.57,0.68,0.5,0.74,0.76,0.5,0.88,0.76,0.45,0.25,0.93,0.48,0.25,0.85,0.44,0.27,0.74,0.5,0.26,0.79,2,flap,./input/flap/Colour 237-83-flap.png
0.5,0.27,0.76,0.5,0.36,0.81,0.45,0.36,0.85,0.41,0.43,0.53,0.36,0.5,0.4,0.54,0.36,0.7,0.56,0.46,0.72,0.61,0.54,0.7,0.45,0.56,0.65,0.45,0.72,0.9,0.44,0.88,0.67,0.52,0.57,0.65,0.5,0.72,0.89,0.5,0.88,0.73,0.49,0.26,0.84,0.51,0.26,0.85,0.47,0.27,0.68,0.53,0.28,0.75,2,flap,./input/flap/Colour 219-147-flap.png
0.56,0.26,0.89,0.55,0.34,0.76,0.5,0.34,0.82,0.44,0.4,0.82,0.38,0.44,0.78,0.6,0.34,0.8,0.67,0.41,0.86,0.73,0.45,0.79,0.52,0.54,0.71,0.52,0.71,0.76,0.52,0.85,0.68,0.59,0.54,0.69,0.58,0.7,0.82,0.59,0.86,0.7,0.56,0.25,0.84,0.57,0.26,0.87,0.54,0.26,0.81,0.59,0.27,0.85,2,flap,./input/flap/Colour 211-210-flap.png
0.49,0.33,0.87,0.48,0.4,0.86,0.44,0.4,0.86,0.38,0.48,0.74,0.31,0.52,0.75,0.53,0.41,0.86,0.57,0.48,0.81,0.63,0.52,0.88,0.45,0.59,0.78,0.45,0.74,0.84,0.44,0.88,0.77,0.51,0.59,0.72,0.51,0.74,0.85,0.51,0.89,0.74,0.48,0.32,0.9,0.5,0.32,0.94,0.47,0.33,0.81,0.51,0.33,0.78,2,flap,./input/flap/Colour 165-124-flap.png
0.49,0.29,0.9,0.49,0.37,0.87,0.43,0.36,0.82,0.36,0.35,0.79,0.29,0.32,0.77,0.54,0.38,0.86,0.62,0.38,0.74,0.68,0.35,0.46,0.45,0.58,0.72,0.44,0.74,0.81,0.43,0.87,0.86,0.51,0.58,0.68,0.52,0.74,0.71,0.52,0.88,0.84,0.48,0.29,0.79,0.5,0.29,0.82,0.47,0.3,0.86,0.51,0.3,0.81,2,flap,./input/flap/Colour 227-104-flap.png
0.51,0.27,0.86,0.51,0.35,0.77,0.46,0.35,0.76,0.38,0.35,0.73,0.31,0.33,0.72,0.57,0.35,0.77,0.65,0.35,0.67,0.71,0.33,0.66,0.48,0.56,0.67,0.49,0.71,0.87,0.48,0.83,0.79,0.55,0.56,0.67,0.55,0.72,0.8,0.55,0.85,0.75,0.5,0.26,0.93,0.52,0.26,0.93,0.49,0.27,0.92,0.54,0.27,0.96,2,flap,./input/flap/Colour 168-166-flap.png
0.48,0.35,0.79,0.48,0.43,0.8,0.44,0.43,0.76,0.41,0.52,0.75,0.37,0.58,0.72,0.53,0.43,0.85,0.55,0.53,0.86,0.59,0.6,0.85,0.45,0.62,0.76,0.44,0.78,0.72,0.44,0.92,0.83,0.51,0.62,0.76,0.51,0.78,0.8,0.52,0.92,0.74,0.47,0.34,0.96,0.49,0.34,0.94,0.46,0.35,0.67,0.51,0.35,0.93,2,flap,./input/flap/Colour 248-40-flap.png
0.51,0.27,0.84,0.52,0.35,0.8,0.46,0.35,0.79,0.39,0.38,0.78,0.31,0.36,0.68,0.57,0.35,0.8,0.64,0.38,0.78,0.71,0.33,0.91,0.48,0.57,0.68,0.49,0.71,0.86,0.48,0.83,0.8,0.55,0.57,0.69,0.55,0.72,0.8,0.55,0.85,0.74,0.5,0.26,0.93,0.53,0.26,0.9,0.49,0.27,0.91,0.54,0.27,0.9,2,flap,./input/flap/Colour 194-166-flap.png
0.5,0.28,0.88,0.5,0.35,0.82,0.45,0.34,0.78,0.38,0.33,0.77,0.34,0.27,0.94,0.56,0.35,0.8,0.62,0.34,0.84,0.67,0.26,0.84,0.47,0.56,0.71,0.47,0.71,0.9,0.47,0.83,0.87,0.54,0.56,0.63,0.53,0.71,0.77,0.54,0.84,0.65,0.5,0.27,0.9,0.51,0.27,0.82,0.48,0.27,0.75,0.53,0.27,0.9,2,flap,./input/flap/Colour 133-168-flap.png
0.53,0.27,0.99,0.52,0.35,0.94,0.48,0.35,0.75,0.4,0.37,0.73,0.35,0.34,0.7,0.56,0.36,0.9,0.63,0.39,0.78,0.7,0.34,0.79,0.49,0.58,0.74,0.49,0.73,0.86,0.49,0.86,0.78,0.55,0.57,0.69,0.55,0.73,0.85,0.55,0.88,0.82,0.52,0.26,0.79,0.54,0.26,0.86,0.5,0.27,0.76,0.55,0.28,0.52,2,flap,./input/flap/Colour 207-234-flap.png
0.54,0.27,0.93,0.53,0.34,0.82,0.48,0.34,0.77,0.41,0.33,0.78,0.34,0.29,0.85,0.58,0.35,0.82,0.66,0.36,0.82,0.73,0.31,0.71,0.5,0.54,0.66,0.49,0.71,0.83,0.49,0.84,0.78,0.56,0.54,0.68,0.56,0.71,0.78,0.56,0.85,0.76,0.53,0.26,0.84,0.55,0.26,0.84,0.51,0.27,0.94,0.56,0.28,0.92,2,flap,./input/flap/Colour 180-208-flap.png
0.5,0.27,0.82,0.5,0.35,0.85,0.45,0.34,0.84,0.37,0.34,0.78,0.31,0.28,0.69,0.54,0.36,0.8,0.62,0.38,0.85,0.68,0.32,0.85,0.46,0.56,0.66,0.45,0.72,0.9,0.44,0.88,0.7,0.52,0.56,0.64,0.5,0.72,0.89,0.5,0.88,0.74,0.49,0.26,0.85,0.5,0.26,0.91,0.47,0.27,0.77,0.52,0.27,0.86,2,flap,./input/flap/Colour 212-147-flap.png
0.48,0.29,0.91,0.47,0.39,0.82,0.43,0.39,0.75,0.38,0.48,0.71,0.35,0.57,0.69,0.52,0.39,0.74,0.56,0.48,0.89,0.61,0.55,0.78,0.44,0.6,0.6,0.44,0.76,0.73,0.44,0.9,0.77,0.51,0.6,0.73,0.5,0.76,0.78,0.5,0.9,0.79,0.47,0.28,0.9,0.5,0.28,0.81,0.45,0.29,0.96,0.5,0.29,0.75,2,flap,./input/flap/Colour 200-62-flap.png
0.53,0.27,0.95,0.52,0.36,0.93,0.48,0.36,0.78,0.42,0.39,0.74,0.38,0.4,0.61,0.57,0.36,0.79,0.64,0.4,0.85,0.71,0.43,0.79,0.49,0.57,0.73,0.49,0.73,0.87,0.49,0.87,0.77,0.55,0.57,0.68,0.55,0.73,0.84,0.55,0.88,0.79,0.52,0.26,0.91,0.54,0.27,0.93,0.51,0.28,0.73,0.56,0.28,0.63,2,flap,./input/flap/Colour 294-233-flap.png
0.53,0.24,0.84,0.53,0.34,0.89,0.47,0.34,0.86,0.4,0.38,0.71,0.35,0.41,0.64,0.59,0.34,0.8,0.67,0.38,0.74,0.73,0.39,0.54,0.5,0.54,0.64,0.49,0.72,0.74,0.5,0.86,0.75,0.56,0.55,0.72,0.55,0.71,0.7,0.55,0.87,0.74,0.52,0.23,0.9,0.55,0.23,0.86,0.51,0.25,0.95,0.56,0.26,0.89,2,flap,./input/flap/Colour 174-187-flap.png
0.47,0.25,0.93,0.47,0.34,0.88,0.42,0.34,0.83,0.36,0.41,0.82,0.28,0.43,0.71,0.52,0.34,0.81,0.6,0.39,0.82,0.68,0.4,0.84,0.43,0.58,0.73,0.43,0.75,0.76,0.42,0.9,0.76,0.5,0.58,0.7,0.51,0.75,0.84,0.51,0.9,0.82,0.46,0.24,0.9,0.48,0.24,0.81,0.44,0.26,0.69,0.5,0.26,0.81,2,flap,./input/flap/Colour 213-84-flap.png
0.53,0.27,1.0,0.52,0.36,0.94,0.48,0.35,0.83,0.41,0.36,0.76,0.35,0.32,0.71,0.57,0.36,0.85,0.64,0.38,0.9,0.7,0.33,0.85,0.49,0.58,0.74,0.49,0.73,0.86,0.49,0.86,0.76,0.55,0.58,0.71,0.55,0.73,0.85,0.55,0.88,0.84,0.52,0.26,0.77,0.54,0.26,0.81,0.5,0.27,0.72,0.55,0.28,0.7,2,flap,./input/flap/Colour 254-234-flap.png
0.47,0.26,0.84,0.47,0.33,0.87,0.42,0.33,0.82,0.34,0.29,0.91,0.28,0.21,0.86,0.53,0.32,0.77,0.6,0.28,0.83,0.67,0.21,0.74,0.44,0.57,0.64,0.44,0.74,0.79,0.43,0.89,0.79,0.5,0.57,0.65,0.51,0.74,0.83,0.5,0.89,0.79,0.46,0.25,0.82,0.48,0.25,0.91,0.44,0.26,0.8,0.5,0.26,0.69,2,flap,./input/flap/Colour 182-82-flap.png
0.47,0.26,0.85,0.47,0.34,0.92,0.41,0.34,0.85,0.34,0.34,0.81,0.27,0.32,0.68,0.53,0.34,0.85,0.62,0.34,0.81,0.7,0.32,0.47,0.44,0.57,0.72,0.44,0.74,0.81,0.43,0.89,0.8,0.5,0.57,0.7,0.51,0.74,0.81,0.5,0.89,0.77,0.46,0.25,0.83,0.48,0.25,0.9,0.45,0.27,0.87,0.5,0.26,0.74,2,flap,./input/flap/Colour 177-82-flap.png
0.49,0.29,0.91,0.49,0.36,0.86,0.44,0.36,0.86,0.36,0.33,0.79,0.3,0.28,0.77,0.54,0.36,0.75,0.61,0.32,0.7,0.66,0.27,0.86,0.45,0.58,0.72,0.44,0.74,0.83,0.43,0.88,0.87,0.51,0.58,0.68,0.52,0.74,0.7,0.52,0.88,0.83,0.48,0.29,0.85,0.5,0.29,0.87,0.47,0.3,0.85,0.51,0.3,0.77,2,flap,./input/flap/Colour 186-105-flap.png
0.46,0.26,0.89,0.47,0.33,0.92,0.41,0.33,0.87,0.33,0.32,0.74,0.26,0.28,0.63,0.53,0.33,0.86,0.6,0.33,0.77,0.68,0.3,0.55,0.43,0.57,0.7,0.43,0.75,0.77,0.42,0.9,0.76,0.5,0.57,0.69,0.51,0.75,0.83,0.51,0.9,0.83,0.45,0.24,0.96,0.48,0.24,0.86,0.44,0.26,0.7,0.49,0.26,0.84,2,flap,./input/flap/Colour 192-84-flap.png
0.47,0.26,0.86,0.47,0.35,0.89,0.42,0.35,0.88,0.38,0.43,0.9,0.33,0.52,0.71,0.52,0.35,0.75,0.56,0.43,0.81,0.61,0.52,0.72,0.44,0.58,0.74,0.44,0.74,0.8,0.43,0.89,0.75,0.5,0.57,0.74,0.5,0.74,0.8,0.5,0.88,0.76,0.46,0.25,0.95,0.48,0.25,0.85,0.44,0.26,0.78,0.49,0.26,0.9,2,flap,./input/flap/Colour 221-83-flap.png
0.47,0.3,0.88,0.46,0.39,0.83,0.42,0.39,0.88,0.37,0.47,0.77,0.29,0.51,0.82,0.51,0.39,0.86,0.56,0.48,0.83,0.63,0.51,0.84,0.44,0.6,0.68,0.44,0.76,0.75,0.44,0.9,0.77,0.5,0.6,0.67,0.5,0.76,0.66,0.5,0.9,0.69,0.46,0.29,0.9,0.48,0.29,0.84,0.44,0.3,0.78,0.49,0.3,0.82,2,flap,./input/flap/Colour 169-63-flap.png
0.54,0.24,0.85,0.53,0.34,0.72,0.48,0.35,0.73,0.42,0.4,0.88,0.36,0.46,0.76,0.59,0.35,0.73,0.65,0.4,0.81,0.72,0.46,0.68,0.5,0.54,0.62,0.5,0.71,0.71,0.5,0.86,0.75,0.56,0.55,0.74,0.55,0.71,0.76,0.55,0.86,0.73,0.53,0.23,0.85,0.55,0.24,0.82,0.51,0.26,0.79,0.56,0.26,0.79,2,flap,./input/flap/Colour 230-187-flap.png
0.49,0.3,0.86,0.49,0.36,0.88,0.44,0.36,0.88,0.37,0.3,0.74,0.31,0.24,0.74,0.54,0.36,0.74,0.61,0.31,0.74,0.66,0.26,0.73,0.45,0.58,0.72,0.44,0.74,0.82,0.43,0.88,0.86,0.51,0.58,0.68,0.52,0.74,0.77,0.52,0.88,0.83,0.48,0.29,0.83,0.5,0.29,0.85,0.47,0.3,0.79,0.51,0.3,0.82,2,flap,./input/flap/Colour 210-105-flap.png
0.48,0.29,0.92,0.48,0.39,0.77,0.43,0.39,0.75,0.38,0.47,0.83,0.32,0.52,0.7,0.52,0.39,0.8,0.57,0.47,0.88,0.64,0.5,0.79,0.44,0.6,0.6,0.44,0.76,0.72,0.44,0.9,0.78,0.51,0.6,0.72,0.5,0.76,0.75,0.5,0.9,0.78,0.47,0.28,0.87,0.5,0.28,0.8,0.45,0.29,0.95,0.5,0.29,0.86,2,flap,./input/flap/Colour 198-62-flap.png
0.47,0.26,0.92,0.47,0.34,0.92,0.41,0.34,0.84,0.34,0.37,0.81,0.27,0.33,0.74,0.52,0.34,0.87,0.61,0.34,0.81,0.66,0.31,0.72,0.43,0.57,0.71,0.43,0.75,0.77,0.42,0.9,0.78,0.5,0.57,0.67,0.51,0.74,0.84,0.51,0.9,0.82,0.46,0.24,0.91,0.48,0.24,0.8,0.44,0.26,0.71,0.5,0.26,0.84,2,flap,./input/flap/Colour 210-84-flap.png
0.5,0.27,0.9,0.5,0.35,0.92,0.46,0.35,0.8,0.41,0.43,0.74,0.38,0.5,0.76,0.56,0.36,0.79,0.6,0.44,0.93,0.64,0.51,0.86,0.46,0.56,0.7,0.47,0.71,0.9,0.47,0.83,0.88,0.53,0.55,0.66,0.53,0.71,0.81,0.54,0.85,0.67,0.49,0.26,0.86,0.51,0.26,0.81,0.48,0.27,0.68,0.53,0.27,0.92,2,flap,./input/flap/Colour 121-168-flap.png
0.54,0.24,0.84,0.53,0.33,0.75,0.47,0.33,0.78,0.38,0.31,0.73,0.31,0.29,0.57,0.6,0.33,0.77,0.69,0.29,0.69,0.78,0.23,0.43,0.5,0.54,0.59,0.5,0.71,0.74,0.5,0.86,0.75,0.56,0.54,0.71,0.55,0.71,0.75,0.55,0.87,0.75,0.53,0.23,0.92,0.55,0.23,0.84,0.51,0.25,0.89,0.56,0.26,0.84,2,flap,./input/flap/Colour 175-189-flap.png
0.47,0.26,0.88,0.47,0.33,0.91,0.42,0.33,0.86,0.34,0.3,0.88,0.28,0.21,0.79,0.53,0.33,0.81,0.61,0.3,0.79,0.68,0.23,0.82,0.44,0.57,0.63,0.44,0.74,0.8,0.43,0.89,0.8,0.5,0.57,0.66,0.51,0.74,0.79,0.5,0.89,0.78,0.46,0.25,0.84,0.48,0.25,0.85,0.44,0.26,0.82,0.5,0.26,0.72,2,flap,./input/flap/Colour 151-82-flap.png
0.54,0.27,0.9,0.53,0.35,0.85,0.48,0.35,0.77,0.42,0.41,0.7,0.37,0.46,0.72,0.58,0.35,0.85,0.64,0.42,0.91,0.7,0.47,0.83,0.5,0.54,0.59,0.49,0.71,0.82,0.49,0.84,0.79,0.56,0.54,0.67,0.56,0.71,0.83,0.56,0.85,0.77,0.53,0.26,0.84,0.55,0.26,0.86,0.51,0.27,0.93,0.56,0.28,0.89,2,flap,./input/flap/Colour 203-208-flap.png
0.47,0.26,0.87,0.47,0.33,0.96,0.42,0.33,0.9,0.34,0.32,0.88,0.29,0.23,0.84,0.52,0.33,0.89,0.6,0.32,0.93,0.66,0.23,0.84,0.44,0.57,0.67,0.44,0.74,0.76,0.43,0.89,0.76,0.5,0.57,0.65,0.5,0.73,0.76,0.5,0.88,0.76,0.46,0.25,0.89,0.48,0.25,0.8,0.44,0.26,0.77,0.5,0.26,0.82,2,flap,./input/flap/Colour 200-83-flap.png
0.47,0.25,0.91,0.47,0.32,0.93,0.41,0.32,0.83,0.34,0.28,0.88,0.31,0.17,0.8,0.52,0.32,0.86,0.6,0.27,0.93,0.63,0.17,0.83,0.43,0.56,0.65,0.43,0.75,0.78,0.42,0.9,0.76,0.5,0.57,0.64,0.51,0.74,0.84,0.51,0.9,0.82,0.46,0.24,0.91,0.48,0.24,0.81,0.44,0.26,0.67,0.5,0.26,0.82,2,flap,./input/flap/Colour 201-84-flap.png
0.49,0.32,0.84,0.49,0.4,0.95,0.44,0.4,0.77,0.39,0.46,0.88,0.33,0.49,0.74,0.53,0.41,0.83,0.57,0.48,0.73,0.63,0.52,0.77,0.45,0.59,0.76,0.45,0.74,0.84,0.44,0.88,0.79,0.52,0.59,0.71,0.51,0.74,0.85,0.51,0.89,0.76,0.48,0.32,0.93,0.5,0.32,0.97,0.47,0.33,0.81,0.52,0.33,0.75,2,flap,./input/flap/Colour 225-126-flap.png
0.52,0.27,1.01,0.53,0.35,0.96,0.48,0.35,0.81,0.4,0.34,0.75,0.35,0.27,0.79,0.57,0.36,0.82,0.65,0.36,0.85,0.7,0.31,0.84,0.49,0.57,0.75,0.49,0.73,0.86,0.49,0.87,0.78,0.55,0.57,0.68,0.55,0.73,0.85,0.55,0.88,0.81,0.52,0.26,0.77,0.54,0.26,0.85,0.5,0.27,0.57,0.55,0.28,0.69,2,flap,./input/flap/Colour 243-233-flap.png
0.57,0.26,0.84,0.56,0.34,0.89,0.5,0.34,0.86,0.43,0.33,0.83,0.36,0.3,0.73,0.61,0.34,0.79,0.7,0.34,0.9,0.77,0.3,0.72,0.52,0.55,0.75,0.52,0.71,0.77,0.52,0.85,0.67,0.59,0.54,0.7,0.58,0.71,0.82,0.59,0.86,0.7,0.56,0.25,0.94,0.58,0.26,0.92,0.54,0.26,0.89,0.59,0.27,0.89,2,flap,./input/flap/Colour 181-210-flap.png
0.57,0.27,0.85,0.56,0.35,0.9,0.51,0.35,0.75,0.46,0.42,0.81,0.41,0.48,0.75,0.62,0.35,0.89,0.66,0.43,0.72,0.72,0.49,0.87,0.53,0.54,0.73,0.52,0.71,0.75,0.52,0.85,0.72,0.59,0.54,0.66,0.59,0.71,0.67,0.59,0.86,0.67,0.56,0.25,0.98,0.59,0.26,0.86,0.55,0.26,0.9,0.6,0.27,0.98,2,flap,./input/flap/Colour 223-209-flap.png
0.49,0.32,0.88,0.49,0.4,0.94,0.44,0.39,0.82,0.38,0.44,0.87,0.31,0.47,0.77,0.53,0.41,0.85,0.58,0.46,0.9,0.65,0.49,0.71,0.45,0.59,0.78,0.45,0.74,0.84,0.44,0.88,0.77,0.51,0.59,0.71,0.51,0.74,0.85,0.51,0.89,0.8,0.48,0.31,0.93,0.5,0.32,0.97,0.47,0.33,0.79,0.52,0.33,0.77,2,flap,./input/flap/Colour 218-125-flap.png
0.49,0.3,0.85,0.49,0.36,0.84,0.44,0.36,0.86,0.36,0.32,0.8,0.31,0.26,0.79,0.54,0.37,0.79,0.62,0.32,0.78,0.68,0.27,0.8,0.45,0.58,0.73,0.44,0.74,0.79,0.43,0.87,0.85,0.51,0.58,0.69,0.52,0.74,0.77,0.52,0.88,0.83,0.48,0.29,0.81,0.5,0.29,0.82,0.47,0.3,0.81,0.51,0.3,0.81,2,flap,./input/flap/Colour 232-103-flap.png
0.51,0.27,0.86,0.52,0.35,0.8,0.46,0.35,0.77,0.39,0.36,0.73,0.32,0.33,0.77,0.57,0.35,0.78,0.64,0.36,0.79,0.7,0.31,0.79,0.48,0.56,0.67,0.49,0.71,0.85,0.48,0.83,0.78,0.55,0.56,0.68,0.55,0.72,0.8,0.55,0.85,0.74,0.5,0.26,0.92,0.53,0.26,0.91,0.49,0.27,0.96,0.54,0.27,0.96,2,flap,./input/flap/Colour 176-166-flap.png
0.49,0.3,0.9,0.49,0.38,0.92,0.44,0.38,0.82,0.38,0.41,0.79,0.31,0.43,0.68,0.53,0.38,0.85,0.59,0.43,0.75,0.64,0.47,0.69,0.45,0.58,0.73,0.44,0.74,0.81,0.43,0.88,0.87,0.51,0.58,0.68,0.52,0.74,0.77,0.52,0.88,0.83,0.48,0.29,0.87,0.5,0.29,0.9,0.47,0.3,0.88,0.51,0.3,0.84,2,flap,./input/flap/Colour 205-103-flap.png
0.49,0.32,0.87,0.49,0.38,0.96,0.44,0.38,0.87,0.38,0.34,0.77,0.32,0.27,0.88,0.53,0.38,0.82,0.59,0.35,0.85,0.63,0.29,0.95,0.45,0.59,0.76,0.45,0.74,0.83,0.44,0.88,0.78,0.51,0.59,0.67,0.51,0.74,0.85,0.51,0.89,0.74,0.48,0.31,0.94,0.5,0.32,0.97,0.47,0.33,0.77,0.52,0.33,0.79,2,flap,./input/flap/Colour 235-125-flap.png
0.51,0.27,0.82,0.51,0.35,0.83,0.47,0.35,0.77,0.4,0.42,0.84,0.35,0.48,0.68,0.56,0.35,0.88,0.62,0.41,0.82,0.68,0.45,0.68,0.48,0.56,0.69,0.48,0.71,0.85,0.48,0.83,0.79,0.55,0.56,0.71,0.55,0.72,0.79,0.55,0.85,0.74,0.5,0.26,0.92,0.53,0.26,0.89,0.49,0.27,0.92,0.54,0.27,0.95,2,flap,./input/flap/Colour 156-166-flap.png
0.51,0.27,0.92,0.51,0.35,0.76,0.45,0.34,0.77,0.38,0.34,0.78,0.32,0.33,0.79,0.57,0.35,0.69,0.64,0.35,0.67,0.7,0.32,0.73,0.47,0.56,0.71,0.48,0.71,0.84,0.48,0.83,0.79,0.55,0.56,0.71,0.55,0.71,0.79,0.55,0.85,0.73,0.5,0.26,0.86,0.52,0.26,0.91,0.49,0.27,0.84,0.54,0.27,0.94,2,flap,./input/flap/Colour 146-166-flap.png
0.48,0.35,0.88,0.49,0.43,0.84,0.44,0.43,0.75,0.4,0.51,0.86,0.35,0.57,0.76,0.53,0.44,0.89,0.56,0.53,0.83,0.61,0.58,0.81,0.44,0.61,0.73,0.44,0.78,0.69,0.44,0.92,0.83,0.51,0.62,0.76,0.51,0.78,0.79,0.52,0.92,0.75,0.47,0.34,0.95,0.5,0.34,0.9,0.46,0.35,0.64,0.51,0.35,0.89,2,flap,./input/flap/Colour 276-40-flap.png
